1;false;07.10.2016 07:47:00;1;
1;false;07.10.2016 23:07:00;1;
1;false;07.10.2016 18:01:00;1;
1;false;07.10.2016 04:25:00;1;
1;false;07.10.2016 14:08:00;1;
1;false;07.10.2016 17:03:00;1;
1;false;07.10.2016 19:19:00;1;
1;false;07.10.2016 02:40:00;1;
1;false;07.10.2016 03:47:00;1;
1;false;07.10.2016 13:12:00;1;
1;false;07.10.2016 15:10:00;1;
1;false;07.10.2016 17:56:00;1;
1;false;07.10.2016 23:43:00;1;
1;false;07.10.2016 05:43:00;1;
1;false;07.10.2016 21:36:00;1;
1;false;07.10.2016 13:14:00;1;
1;false;07.10.2016 17:41:00;1;
1;false;07.10.2016 10:56:00;1;
1;false;07.10.2016 20:15:00;1;
1;false;07.10.2016 12:17:00;1;
1;false;07.10.2016 08:07:00;1;
1;false;07.10.2016 09:25:00;1;
1;false;07.10.2016 07:25:00;1;
1;false;07.10.2016 17:04:00;1;
1;false;07.10.2016 23:06:00;1;
1;false;07.10.2016 15:59:00;1;
1;false;07.10.2016 15:24:00;1;
1;false;07.10.2016 14:44:00;1;
1;false;07.10.2016 11:43:00;1;
1;false;07.10.2016 16:19:00;1;
1;false;07.10.2016 10:17:00;1;
1;false;07.10.2016 04:10:00;1;
1;false;07.10.2016 21:50:00;1;
1;false;07.10.2016 18:01:00;1;
1;false;07.10.2016 18:57:00;1;
1;false;07.10.2016 22:31:00;1;
1;false;07.10.2016 03:59:00;1;
1;false;07.10.2016 11:16:00;1;
1;false;07.10.2016 04:39:00;1;
1;false;07.10.2016 08:26:00;1;
1;false;07.10.2016 01:14:00;1;
1;false;07.10.2016 12:58:00;1;
1;false;07.10.2016 16:39:00;1;
1;false;07.10.2016 18:48:00;1;
1;false;07.10.2016 15:34:00;1;
1;false;07.10.2016 13:21:00;1;
1;false;07.10.2016 04:51:00;1;
1;false;07.10.2016 06:41:00;1;
1;false;07.10.2016 00:12:00;1;
1;false;07.10.2016 01:50:00;1;
1;false;07.10.2016 00:05:00;1;
1;false;07.10.2016 01:22:00;1;
1;false;07.10.2016 23:24:00;1;
1;false;07.10.2016 01:53:00;1;
1;false;07.10.2016 01:16:00;1;
1;false;07.10.2016 15:53:00;1;
1;false;07.10.2016 20:01:00;1;
1;false;07.10.2016 06:56:00;1;
1;false;07.10.2016 00:01:00;1;
1;false;07.10.2016 10:08:00;1;
1;false;07.10.2016 21:34:00;1;
1;false;07.10.2016 21:50:00;1;
1;false;07.10.2016 19:08:00;1;
1;false;07.10.2016 21:27:00;1;
1;false;07.10.2016 14:05:00;1;
1;false;07.10.2016 06:36:00;1;
1;false;07.10.2016 16:47:00;1;
1;false;07.10.2016 03:40:00;1;
1;false;07.10.2016 00:21:00;1;
1;false;07.10.2016 11:00:00;1;
1;false;07.10.2016 22:24:00;1;
1;false;07.10.2016 18:26:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;
1;false;07.10.2016 00:35:00;1;